sampleID,forwardReads
SRS011283,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011283.SRX020661.SRR047464.fastq.gz
SRS011285,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011285.SRX020571.SRR045492.fastq.gz
SRS011285,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011285.SRX020663.SRR045169.fastq.gz
SRS011285,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011285.SRX020667.SRR045248.fastq.gz
SRS011287,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011287.SRX020663.SRR045193.fastq.gz
SRS011287,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011287.SRX020667.SRR045267.fastq.gz
SRS011289,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011289.SRX020659.SRR045058.fastq.gz
SRS011289,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011289.SRX020661.SRR044835.fastq.gz
SRS011290,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011290.SRX020515.SRR045368.fastq.gz
SRS011290,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011290.SRX020537.SRR045386.fastq.gz
SRS011290,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011290.SRX020570.SRR047531.fastq.gz
SRS011290,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011290.SRX020571.SRR045485.fastq.gz
SRS011293,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011293.SRX020515.SRR049319.fastq.gz
SRS011293,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011293.SRX020537.SRR045379.fastq.gz
SRS011293,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011293.SRX020570.SRR045451.fastq.gz
SRS011296,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011296.SRX020659.SRR049237.fastq.gz
SRS011296,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011296.SRX020661.SRR044833.fastq.gz
SRS011300,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011300.SRX020659.SRR045006.fastq.gz
SRS011300,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011300.SRX020661.SRR044778.fastq.gz
SRS011357,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011357.SRX020659.SRR044990.fastq.gz
SRS011357,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011357.SRX020661.SRR044763.fastq.gz
SRS011359,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011359.SRX020537.SRR045392.fastq.gz
SRS011359,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011359.SRX020570.SRR045460.fastq.gz
SRS011361,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011361.SRX020515.SRR045371.fastq.gz
SRS011361,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011361.SRX020537.SRR045390.fastq.gz
SRS011361,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011361.SRX020570.SRR045458.fastq.gz
SRS011363,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011363.SRX020663.SRR045208.fastq.gz
SRS011363,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011363.SRX020667.SRR045281.fastq.gz
SRS011365,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011365.SRX020515.SRR045373.fastq.gz
SRS011365,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011365.SRX020537.SRR045393.fastq.gz
SRS011365,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011365.SRX020570.SRR045461.fastq.gz
SRS011367,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011367.SRX020663.SRR045155.fastq.gz
SRS011367,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011367.SRX020667.SRR045235.fastq.gz
SRS011369,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011369.SRX020662.SRR045409.fastq.gz
SRS011369,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011369.SRX020663.SRR045184.fastq.gz
SRS011369,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011369.SRX020664.SRR045433.fastq.gz
SRS011369,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011369.SRX020667.SRR045262.fastq.gz
SRS011371,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011371.SRX020659.SRR045031.fastq.gz
SRS011371,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011371.SRX020661.SRR044804.fastq.gz
SRS011373,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011373.SRX020659.SRR045056.fastq.gz
SRS011373,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011373.SRX020661.SRR044832.fastq.gz
SRS011375,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011375.SRX020515.SRR049321.fastq.gz
SRS011377,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011377.SRX020515.SRR045362.fastq.gz
SRS011377,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011377.SRX020537.SRR045381.fastq.gz
SRS011377,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011377.SRX020570.SRR045453.fastq.gz
SRS011378,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011378.SRX020571.SRR045472.fastq.gz
SRS011380,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011380.SRX020659.SRR045019.fastq.gz
SRS011380,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011380.SRX020661.SRR049228.fastq.gz
SRS011405,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011405.SRX020659.SRR046237.fastq.gz
SRS011405,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011405.SRX020661.SRR044803.fastq.gz
SRS011407,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011407.SRX020659.SRR045012.fastq.gz
SRS011407,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011407.SRX020661.SRR044785.fastq.gz
SRS011409,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011409.SRX020659.SRR045044.fastq.gz
SRS011409,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011409.SRX020661.SRR044819.fastq.gz
SRS011410,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011410.SRX020659.SRR045027.fastq.gz
SRS011410,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011410.SRX020661.SRR044800.fastq.gz
SRS011413,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011413.SRX020659.SRR045020.fastq.gz
SRS011413,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011413.SRX020661.SRR044792.fastq.gz
SRS011415,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011415.SRX020659.SRR045013.fastq.gz
SRS011415,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011415.SRX020661.SRR044786.fastq.gz
SRS011417,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011417.SRX020659.SRR047484.fastq.gz
SRS011417,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011417.SRX020661.SRR044797.fastq.gz
SRS011419,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011419.SRX020659.SRR045011.fastq.gz
SRS011419,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011419.SRX020661.SRR044784.fastq.gz
SRS011421,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011421.SRX020663.SRR045156.fastq.gz
SRS011421,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011421.SRX020667.SRR045236.fastq.gz
SRS011423,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011423.SRX020659.SRR045022.fastq.gz
SRS011423,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011423.SRX020661.SRR044794.fastq.gz
SRS011425,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011425.SRX020659.SRR045030.fastq.gz
SRS011425,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011425.SRX020661.SRR044811.fastq.gz
SRS011427,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011427.SRX020663.SRR045175.fastq.gz
SRS011427,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011427.SRX020667.SRR045254.fastq.gz
SRS011429,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011429.SRX020663.SRR045163.fastq.gz
SRS011429,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011429.SRX020667.SRR045242.fastq.gz
SRS011431,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011431.SRX020659.SRR044998.fastq.gz
SRS011431,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011431.SRX020661.SRR044771.fastq.gz
SRS011433,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011433.SRX020659.SRR045016.fastq.gz
SRS011433,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011433.SRX020661.SRR044789.fastq.gz
SRS011434,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011434.SRX020663.SRR045194.fastq.gz
SRS011434,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011434.SRX020667.SRR045268.fastq.gz
SRS011435,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011435.SRX020662.SRR045414.fastq.gz
SRS011435,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011435.SRX020663.SRR045164.fastq.gz
SRS011435,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011435.SRX020664.SRR045440.fastq.gz
SRS011435,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011435.SRX020667.SRR045243.fastq.gz
SRS011436,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011436.SRX020662.SRR047522.fastq.gz
SRS011436,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011436.SRX020663.SRR045154.fastq.gz
SRS011436,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011436.SRX020664.SRR045436.fastq.gz
SRS011436,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011436.SRX020667.SRR045234.fastq.gz
SRS011438,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011438.SRX020571.SRR045474.fastq.gz
SRS011438,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011438.SRX020663.SRR045159.fastq.gz
SRS011438,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011438.SRX020667.SRR045238.fastq.gz
SRS011440,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011440.SRX020663.SRR045186.fastq.gz
SRS011440,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011440.SRX020667.SRR049311.fastq.gz
SRS011441,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011441.SRX020571.SRR045475.fastq.gz
SRS011441,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011441.SRX020662.SRR045423.fastq.gz
SRS011441,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011441.SRX020663.SRR045206.fastq.gz
SRS011441,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011441.SRX020664.SRR045448.fastq.gz
SRS011441,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011441.SRX020667.SRR045280.fastq.gz
SRS011442,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011442.SRX020571.SRR045470.fastq.gz
SRS011442,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011442.SRX020662.SRR045402.fastq.gz
SRS011442,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011442.SRX020663.SRR045209.fastq.gz
SRS011442,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011442.SRX020664.SRR045425.fastq.gz
SRS011442,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011442.SRX020667.SRR045282.fastq.gz
SRS011443,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011443.SRX020571.SRR047536.fastq.gz
SRS011443,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011443.SRX020662.SRR045412.fastq.gz
SRS011443,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011443.SRX020663.SRR045188.fastq.gz
SRS011443,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011443.SRX020664.SRR045438.fastq.gz
SRS011444,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011444.SRX020571.SRR045484.fastq.gz
SRS011444,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011444.SRX020663.SRR045149.fastq.gz
SRS011444,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011444.SRX020667.SRR045228.fastq.gz
SRS011446,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011446.SRX020663.SRR045196.fastq.gz
SRS011446,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011446.SRX020667.SRR045270.fastq.gz
SRS011448,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011448.SRX020659.SRR047488.fastq.gz
SRS011448,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011448.SRX020661.SRR044820.fastq.gz
SRS011450,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011450.SRX020663.SRR045166.fastq.gz
SRS011450,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011450.SRX020667.SRR045245.fastq.gz
SRS011452,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011452.SRX020659.SRR047485.fastq.gz
SRS011452,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011452.SRX020661.SRR044798.fastq.gz
SRS011454,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011454.SRX020663.SRR046238.fastq.gz
SRS011454,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011454.SRX020667.SRR047499.fastq.gz
SRS011456,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011456.SRX020659.SRR045034.fastq.gz
SRS011456,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011456.SRX020661.SRR044806.fastq.gz
SRS011458,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011458.SRX020663.SRR045179.fastq.gz
SRS011458,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011458.SRX020667.SRR045258.fastq.gz
SRS011460,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011460.SRX020659.SRR045003.fastq.gz
SRS011460,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011460.SRX020661.SRR044810.fastq.gz
SRS011462,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011462.SRX020663.SRR045147.fastq.gz
SRS011462,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011462.SRX020667.SRR045226.fastq.gz
SRS011464,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011464.SRX020663.SRR045187.fastq.gz
SRS011464,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011464.SRX020667.SRR047504.fastq.gz
SRS011466,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011466.SRX020663.SRR045171.fastq.gz
SRS011466,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011466.SRX020667.SRR045250.fastq.gz
SRS011468,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011468.SRX020663.SRR045204.fastq.gz
SRS011468,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011468.SRX020667.SRR045278.fastq.gz
SRS011470,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011470.SRX020659.SRR045000.fastq.gz
SRS011470,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011470.SRX020661.SRR044773.fastq.gz
SRS011472,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011472.SRX020663.SRR045150.fastq.gz
SRS011472,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011472.SRX020667.SRR045231.fastq.gz
SRS011474,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011474.SRX020663.SRR045215.fastq.gz
SRS011474,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011474.SRX020667.SRR045286.fastq.gz
SRS011475,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011475.SRX020571.SRR047535.fastq.gz
SRS011475,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011475.SRX020662.SRR047519.fastq.gz
SRS011475,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011475.SRX020663.SRR045212.fastq.gz
SRS011475,/data/MicrobiomeDB/common/amplicon_sequencing/EMP_1927_HMP_V13/data/1927.SRS011475.SRX020664.SRR047524.fastq.gz
