pathway	description	SRR8571581	SRR8571582	SRR8571583	SRR8571584	SRR8571585	SRR8571586	SRR8571587	SRR8571588	SRR8571589	SRR8571590	SRR8571591	SRR8571592	SRR8571593	SRR8571594	SRR8571595	SRR8571596	SRR8571597	SRR8571598	SRR8571599	SRR8571600	SRR8571601	SRR8571602	SRR8571603	SRR8571604	SRR8571605	SRR8571606	SRR8571607	SRR8571608	SRR8571609	SRR8571610	SRR8571611	SRR8571612	SRR8571613	SRR8571614	SRR8571615	SRR8571616	SRR8571617	SRR8571618	SRR8571619	SRR8571620	SRR8571621	SRR8571622	SRR8571623	SRR8571624	SRR8571625	SRR8571626	SRR8571627	SRR8571628	SRR8571629	SRR8571630
ARO-PWY	chorismate biosynthesis I	3621.467200620508	15335.41161287858	818.5480225940713	7909.759917274861	3346.0960442819646	22779.20297725353	11989.460681509388	41010.57355373108	1083.465637515626	3987.956865573829	360.1592471566937	91606.49366790018	2608.7572608857126	5697.781206350769	66.68966615970402	1600.6538666015692	8156.072777613442	21364.60137480794	27544.92681898343	23173.73173454347	43610.96062861152	13662.467529643076	7851.910307192467	14848.641633783382	14322.27921706476	20378.001797225123	8199.766432265835	13021.733482574651	22812.87138669498	26792.50379561645	17815.834634814113	22671.370011200223	35529.84565363806	4741.544785599183	5997.722091780545	5976.620037653917	223.96566693298772	8039.685600409083	12464.538033748508	51959.61826434129	7370.060032082127	25743.347430847112	2610.864947201778	10773.617840854857	10706.985738980817	3993.356267080691	11693.37318643149	19187.76913128094	6205.404504256715	12294.892370417654
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	2135.6869098395523	8716.952236970743	1326.887299483895	12080.7294586286	2871.5451721564477	14577.775662425764	18042.746153410844	42798.54195999776	335.10812521379813	2854.7375810002545	304.1822061129262	184069.66193236003	1720.067459213057	10597.682705648736	73.98027252145995	2884.632463764683	14130.564759583162	27441.757061363365	27143.787309533946	36241.27458385345	56766.7993450333	17662.53300878835	12906.842959578942	22779.0027658268	19851.72460494011	35114.12628587696	7536.115191782566	13059.680685775817	24053.87615838707	24610.18886345499	16953.024495979676	21103.19456945221	23981.24534154969	3564.8473459505585	3686.719152008005	4825.660703090188	282.2582209632182	11699.301821936731	17484.948544662755	74926.32638496548	6638.024290048592	29819.324024856705	2285.8152733093584	9499.182146015048	12338.629470855902	4659.118314281217	12841.143168617464	18855.216315209756	2152.6729394661397	6171.085290957716
AST-PWY	L-arginine degradation II (AST pathway)	0.0	9.33	1.0	4.0	1271.2400000000002	79.0	1.33	2.33	2.67	21.67	0.0	452.6942675159236	6.669999999999999	3.33	9.676634185952093	0.0	3.33	5379.67	21179.34	7.33	11886.33	3.67	1.67	80.59701492537313	36.900000000000006	20.67	190.48755132701055	227.1187911342305	109.15319954222186	626.1808534755877	404.4085103095522	1120.628071480228	32.169999999999995	1519.8641087292349	1682.24	1582.2400000000002	2.0	4.0	0.0	48.875	178.12885358463518	16.0	77.96414359766186	307.45381162464986	1090.0	2.67	135.0	51.67	9.0	2.67
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	0.0	114.49526989425216	6.945876072459822	27.841993645037768	1331.7444505895476	296.383141573213	2737.837549589602	7454.179153953061	6.442033840452358	217.46990608097724	55.19942009768519	3377.251596533844	34.72863586980762	671.4919777196562	46.35470077254002	267.58814941441955	1309.471826030607	21662.61068184411	26826.679303920944	25072.80951443607	44955.84912394036	8067.528772160727	1289.402969236033	643.9467692104973	215.03210331260817	372.01038496300976	2175.3928124315967	3059.853381027839	1806.9375095368605	9877.256278869922	5953.119531421498	1522.589736386493	250.4846409988059	2079.214747765861	2435.3994773380937	3693.240034139959	16.390924135389657	39.445283561276646	0.0	515.7209935438917	2178.492294220309	27671.93896016834	852.4229130194644	3643.9452018598017	11887.335085807694	575.7796060867901	12022.425630123724	21511.688671503096	32.11562590817948	24.70836734062782
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched amino acid biosynthesis	1262.411339036591	5091.415644460269	865.4179979573229	8284.20424397952	1895.28474111114	1695.747392303501	12755.0415666127	43440.656120177344	377.7945709828854	1131.8201295021338	375.51283341850296	84379.45883205115	104.09835731861898	6829.582322642285	73.2750534745187	1910.4404920569996	9143.077070979369	24230.666943498574	28748.067059628414	31060.464311012023	46220.73206510236	14396.79241980858	7951.443798229157	18252.13042657104	18305.69685999949	24285.698945418662	8036.3378144286335	11587.810666883544	19108.79754547802	27473.017291302625	17520.19211913391	3511.366198582002	10205.669358130546	4757.83482391968	5656.913336224603	5543.279209805151	262.2337111030272	8743.54082473425	7565.937830506695	62430.06303670797	6967.737236378788	28720.78010169668	2789.074856029242	11460.763643111504	12322.427206571065	4349.621614070259	13350.59411149781	20887.440133451146	2389.8982613591497	3151.1554955464994
CALVIN-PWY	Calvin-Benson-Bassham cycle	3695.128240996511	15911.187493054918	1203.734633466335	10991.495616329055	3881.865861811568	25130.698797211666	17895.643047691683	54676.34001602	1237.890589557842	4843.2553332622365	509.495655141838	145763.11610580116	3009.7439539296656	7856.642288154049	82.26850104362633	2187.7591528774437	10904.852982324146	27698.74142087306	39669.21700873254	33411.53796378867	56332.90018148555	19544.42538934229	10952.325519237344	20468.41548733481	19972.659023170025	27912.531403768546	9001.1351269283	14221.860737238669	21902.08472309684	30902.050823012352	20807.80055444868	25192.278836957958	37340.69814166069	5946.948780004888	5585.797514161404	8096.922109708101	292.2871937596092	11397.46288921186	11951.210601297127	70645.2788548064	8272.978373137974	33098.376318323266	2917.1790076364323	12086.631696516744	15833.49000859112	5035.89450384933	16416.706929571308	26512.499707319246	7139.152321098924	13545.424876770028
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to &beta;-ketoadipate	0.0	0.0	0.0	0.0	635.62	0.0	0.0	0.0	0.0	0.0	0.0	32.24806201550388	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.057142857142855	0.0	0.0	46.54082774049217	67.65432098765432	23.73913043478261	218.95534660112176	114.009620828598	555.1989075705808	4.75	761.0456659896482	840.3198572652012	791.1200000000001	0.0	0.0	0.0	0.0	41.120645709430754	0.0	21.77818515123739	87.01889416026913	0.0	0.0	0.0	0.0	0.0	0.0
CENTFERM-PWY	pyruvate fermentation to butanoate	0.0	33.99391263934724	15.750029724205564	60.07931730355262	672.1208581385393	338.0922273704205	74.90255426212083	3411.508079043678	0.0	94.64240173491676	0.0	3660.790566945684	11.387382508008209	32.65914733774688	3.6227740580307626	16.857823867157876	92.38724853470534	214.7982276023028	427.18011965959175	121.56410337816207	255.54326422463456	441.7203185674298	113.14809068722036	496.2425285084532	393.5488502034105	163.52075619587308	1358.313409931669	1502.2059938691125	917.8396960535592	4622.096552046246	2769.1470149599195	1300.5892017634333	94.62384095315706	1561.378566124996	1587.6483101330832	1090.322707735006	11.560606765724785	235.74105960023988	0.0	429.2910211900894	1095.333504167071	55.01526072103621	509.145003147512	2136.546671085281	138.22641646817883	18.314160610069152	94.5369624402432	74.82024423638993	17.38417072469975	101.43295302492734
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.902059162083404	0.0	0.0	0.0	0.0	0.0	12.145423835975672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.331497838058744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COA-PWY	coenzyme A biosynthesis I	3246.574176663865	14028.70731686775	1269.4458570860295	10959.34573468976	2853.3749904586675	23149.676792656584	16340.078903130883	42060.20900988861	1124.482205221982	4104.096009720043	292.6379926890917	171659.76709415746	2822.42	7765.454809091093	69.7571948638352	2081.6754118941662	10388.857810479389	21641.709052870337	27760.54377353903	28455.7490988846	43833.24352573988	17061.907108873093	9993.133202987408	20906.51189945252	17796.844427624994	28826.24779831885	7711.045426951405	13034.889803752743	22388.090823689858	25846.998343711704	17569.034793014867	23698.16433119634	33448.500157010334	3986.226603575362	5237.645542013573	5512.359619952218	249.498997995992	11493.502529907712	11362.267567800913	71696.03317100662	6921.770987294182	26998.40485813996	2450.912624429472	10038.795424755604	11647.9466364523	4923.255225837385	12766.649753657324	19450.06080034522	6522.491376006134	12308.629658574908
COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	0.0	49.67073463978303	99.48060138331464	1890.893790576407	1128.252373844327	213.80449393667024	3722.007033885569	22243.618431237715	4.700184927985513	478.7825500917456	338.6162775762	12752.47879645123	15.523536717786891	456.953239427603	33.35998433301953	214.1785162379361	1102.5112059986	7257.588309510415	21312.77928953744	3077.6491872421616	19806.78468092655	2794.718246017524	2563.0723821271163	1235.5615316853896	267.59818112670024	1964.7776233694692	4975.255415932591	5901.618490565841	9615.479569825317	17359.938516085218	10702.042630173695	1541.212752529278	353.2256937247705	2426.4968900626286	3631.823219409745	1378.7170558436255	82.61017473326118	717.1909686651884	24.696426257767055	5264.193171832693	4251.882868279599	5216.639267241945	1757.8856609602217	7176.724434783151	3810.120540244401	564.5851744022139	1882.379118441726	5571.072803611619	14.815941499085923	51.50770642074575
CODH-PWY	reductive acetyl coenzyme A pathway	55.56283543597965	244.0142542132619	169.89477915756083	4531.621913667818	0.0	0.0	2420.5153647440447	3797.993218999723	0.0	47.73178363880197	0.0	37238.91693075302	0.0	1975.5080585633496	0.0	521.7180283380737	3664.347905800326	649.6312747641963	31.922657091453456	1138.7833279863896	693.2887467716843	2827.099495985588	2179.779565448398	2778.3671193778096	13.994668625130906	5321.823040122034	88.16936063446961	587.1936190024388	1107.6437759091157	470.3887019291133	396.6519510193287	0.0	853.6085268166871	0.0	41.78498555600249	0.0	21.01022494887525	5192.93975403456	5864.448537794292	4164.324932339433	64.89108103905089	0.0	27.83922631766747	115.9997358135705	304.39194961741543	2943.459722848213	21.966123428309054	35.94015145008049	35.90090227863588	7.997418122200276
COLANSYN-PWY	colanic acid building blocks biosynthesis	281.4569585306006	1401.5511144109078	740.9390320544584	3659.155779771748	110.66667966766418	104.0482555049938	10956.991253656006	27428.94947268449	3.4659695840967366	366.01697368092766	47.06145836474597	56324.76880894224	88.86271281569552	5164.60516794223	58.49417167143926	1367.0906501777963	6584.28854874734	17794.242499841897	702.3222431488261	19527.79882474596	37322.05455402571	8642.056341777747	6593.709683764061	14697.569673922571	14775.187006407996	20059.735488832976	3026.890549544361	4293.448140205213	3946.316606218476	13021.014731409115	8544.750276223682	323.9823577038305	3262.6825557380707	1120.2874229546362	3103.033357271828	3076.433973480704	154.08835849386313	4882.1778003865065	3111.142689107797	50604.41707979266	2651.885081304252	19109.95722828126	1024.650528320706	4796.669136893008	8072.650825072033	2072.8277495543425	7331.770757251229	10378.431720027897	27.674824648432484	457.0800122758535
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	3718.216519572842	15620.944436475154	845.7777907957636	8126.232119467096	3534.4684053515666	23150.387586471323	12469.262636456951	42491.28112178054	1082.4191550093444	4030.9396920782456	377.1486835604806	93815.58588390549	2631.452189476505	5934.722391691227	70.36880025809549	1669.4846553716334	8375.699880128615	22704.58506891396	28896.420640363584	24909.125741429554	46238.12953105803	14146.068902681189	8040.604457688906	15722.579491073762	15295.75778289668	21441.169359561645	8676.64313887055	13805.864633507994	24360.06484089481	28265.219164689737	18789.930428760927	23942.28877778757	36548.62402500173	4917.833413386428	6262.028827696858	6184.469058030544	237.8822243634982	8324.066073758313	12762.419102282582	55018.64822312325	7785.10747831699	27322.97697300675	2751.02666045981	11316.494102174756	11389.607933288124	4162.858880067332	12421.84376148328	20312.066509206757	6199.4390662978085	12352.679883803828
CRNFORCAT-PWY	creatinine degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.89902241019476	0.0	0.0	14.553577868863606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAPLYSINESYN-PWY	L-lysine biosynthesis I	3231.751835779139	13253.843388541018	616.3886367102145	8087.742316773194	3102.134021916842	19425.45354133238	9522.188814440857	33579.34162814527	641.24421765489	3266.950081608523	335.4330413235145	78611.21219218391	2179.4852503355078	4679.302097958126	32.501561561940825	1285.2642460112293	7776.606177621429	14609.928845303151	28059.98464875908	16559.431011590914	26405.361403083043	11946.058231172268	6390.760991114505	9758.097692363	4453.256428257749	13710.101048660135	6707.917582805988	11743.60415182179	21452.830109847346	21477.012822785968	14073.73920413467	21817.826913215093	31773.32259865331	4010.799898849578	4597.300313356733	4824.603282443483	160.22876235032462	8764.856368033976	11024.16361248537	34480.95414575077	6156.422176134758	20234.834303310992	2139.707621840898	8915.070845660051	9190.932862812087	4104.694802209971	11803.255187946155	18017.267784904423	3890.652598452813	9487.113921962582
DENITRIFICATION-PWY	nitrate reduction I (denitrification)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95774647887324	0.0	0.0	0.0	0.0	0.0	39.34069198570604	9.527095354232348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.530197644790304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DENOVOPURINE2-PWY	superpathway of purine nucleotides de novo biosynthesis II	3237.24530693968	14342.1613138971	473.4784338426603	8197.86595677806	2239.5228360404253	21585.719827200683	11627.290652185113	35977.625366627995	1173.055805107742	3917.8349297358377	207.3624012688884	74372.67065232583	2555.4365892821074	4990.548785518333	77.2667550686516	1425.6214592427991	8185.299620019126	24350.00844029016	31329.80974945613	31226.518637647107	50027.81061461141	14253.19295378731	7556.708861523212	7992.1965243749955	20769.117387944854	12566.270158954469	7395.406541691221	9930.123386120113	10664.792693726156	24616.34243370533	15894.972724583546	13718.801345453572	31525.19959867425	4104.496428925569	4795.190933283083	5757.862973799276	245.6115668578452	9338.62262813162	11484.920801223345	19995.276827553123	6468.146625635221	29644.119969592983	2565.538635967416	10531.54327753548	12117.226979981451	4490.455748466154	13386.178876721398	21305.46864237353	6687.161061107415	12519.056317872946
DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4107479387514723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.33384318455518	0.0	0.0	11.238829397228976	0.0	0.0	6.735239069342524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	3286.187071548699	14194.582323105838	1243.659931381946	9988.87293619818	3138.593029463598	22817.752106057946	13977.72853671613	38897.27112141916	922.0660524527495	4388.220507730357	360.3868823269736	167666.66329332333	2836.4708343966304	7263.206348740853	85.44768547639163	2033.5558113585869	9941.544767390322	34113.60878578397	28065.148588858992	41968.95023343108	69726.2386044966	14009.220846325576	8699.629666977191	20542.96325349705	30022.497943244565	28524.18846979317	7779.367055943667	13466.740948815132	23131.813580741557	26629.104135486115	17883.627541928498	23799.44866432764	34362.39554369639	4165.519345576729	5359.792183485351	6131.894495893672	313.610504199294	10414.232239712026	11921.802771501276	70013.5410860436	6935.054440932098	32886.07893987659	2394.86037001546	9938.156576581485	11822.80246680667	4479.308433861053	9064.187922812498	14011.523445627976	5253.231439854199	11184.640913093022
ECASYN-PWY	enterobacterial common antigen biosynthesis	0.0	18.488752386591912	2.082356108343223	7.964854868739545	816.2165218442084	149.57946734344935	3.2768567155626123	7.034575191605186	5.191613832330994	46.825943916231374	2.412754111901397	728.4552717327	8.533055119518966	6.958642813246795	14.948822437334613	0.0	7.701015549044635	8105.855993042916	23528.409222382805	3736.546132290628	17466.778668433242	1262.965190046588	4.045224093718195	78.28781022938726	62.52586225076231	43.48285146917044	310.1269948050724	326.86373075649027	186.76780001659972	1031.5880258455495	632.5194541520217	886.8184172751364	57.41348616167334	1094.9244019226037	1166.4949458593608	1278.5853943195712	5.825818707144677	12.800766002803057	0.0	91.89393044959684	252.1161279163628	9121.897977517656	108.1358403251928	445.1071687635677	3112.195149730765	6.0847194237907285	6146.865003306624	10518.60717606217	16.820517325066493	5.606894914225971
ENTBACSYN-PWY	enterobactin biosynthesis	0.0	49.45600925033761	5.30203275111627	21.26787110231868	1838.7168367753443	672.5732250531169	7.086156047728344	16.33867682266631	14.046804103964416	108.9123207678676	0.0	2188.083165218799	24.07677848161253	17.670881077280047	20.847722977718107	0.0	17.707930234384193	6982.588112115431	26226.04610609298	38.70001677007475	13802.02958200508	19.52086835177242	8.888021637958008	270.7548503489291	161.1879571340258	109.52128909432784	679.6340372333049	646.7286111644097	375.5108998791272	1843.974640147768	1274.988209202278	2529.661174514732	144.89157959244486	2252.4985580382763	2674.603245029372	2412.659469565904	9.545352878948163	21.276260113400014	0.0	243.86697135389304	519.0066868723657	84.26282968672182	217.03863628388453	926.0047721877544	2740.4597953809985	14.1818671101082	617.2485846116862	264.9511068713188	47.62708670436253	14.218856522364453
FAO-PWY	fatty acid &beta;-oxidation I	0.0	234.8980283861608	8.993186119873817	64.57458113782066	1357.7936116216165	575.5976077947088	32.43852458207654	1764.2068639120162	199.3202509614779	72.86970389247612	0.0	1819.964540646558	19.43601740265122	14.460438282158472	44.27619214473321	7.476204654904733	42.75785435350697	12483.096469589913	42371.3447730706	58.96230738355961	27502.84346283081	198.40937761933583	49.81575519962441	264.7656801466295	622.6173574660163	73.31933759193753	712.6254881308294	733.90643076495	397.8305285236573	2418.079323355893	1413.5116866720502	1535.9578748008537	94.83204460282109	1939.8744085358492	1941.163406163082	2004.090892915631	5.92179117437281	136.63809035743606	92.02581404229166	203.80564560221	567.2213259040938	225.6221576026672	277.4159959614214	1185.1107890656006	2590.9880031978937	7.9968237778590945	905.6012788892162	135.31835598387136	1259.8582239527727	1285.562791626087
